_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
55,Recreation,Infrastructure,Hamilton,Griffin House National Historic Site,Planning,Feb-25,"The project will restore the interior structure and finishes, as well as the major components of the building's exterior, including the foundation, siding, windows, roof and chimney. Additional improvements to the pathways and the installation of porch ramps will make the building accessible to all visitors. ","These upgrades to an important cultural and historical landmark of Black settlement in Upper Canada will improve accessibility for all visitors, while restoring the heritage features of the house built in 1827.",Hamilton,Central,71 Main Street West,L8P4Y5,,999900,Yes,Yes,Yes,,,43.2557,-79.9711
56,Recreation,Infrastructure,Hamilton,Ancaster Agricultural Society Fairgrounds,Complete,Mar-22,"Addition of a new 75,000 square foot building to accommodate larger agriculture events, as well as fairs and concerts. ","The new heated building will allow the Ancaster Agricultural Society to host quality events all year round, creating jobs, and supporting the local economy.",Hamilton,Central,630 Trinity Road,L0R1R0,,4031250,Yes,Yes,Yes,Yes,,43.188809,-80.042251
57,Recreation,Infrastructure,Hamilton,Hamilton Children's Museum,Planning,Nov-24,"Construct a 2,600 square foot addition to the Hamilton Children's Museum.",Create a larger and more accessible learning space.,Hamilton,Central,1072 Main Street East,L8M1N6,,3520000,Yes,Yes,Yes,,,43.2435,-79.8258
58,Recreation,Infrastructure,Hamilton,Dundas Valley School of Arts,Planning,Dec-23,"Rehabilitate and repair the facility including the lighting system, air distribution system ducts, HVAC units, etc. ",,Hamilton,Central,21 Ogilvie Street,L9H2S1,,199609,Yes,Yes,Yes,,,43.264806,-79.943185
59,Recreation,Infrastructure,Hanover,Trail Bridges Replacement  Hanover Community Trails System,Planning,Sep-23,"The project will replace three trail bridges and rehabilitate another in the Hanover Community Trails System. The trail rehabilitation will improve the quality and accessibility of recreational infrastructure, and will promote active transportation.",,Grey,Southwest,341 10th Street/Rue,N4N1P5,,2151600,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.142523,-81.039196
60,Recreation,Infrastructure,Havelock-Belmont-Methuen,Havelock - Belmont - Methuen Community Centre Improvements,Planning,Dec-26,"The project involves multiple upgrades, including the installation of an elevator and other access improvements. In addition, the roof system will be replaced, the refrigeration system improved, the basement area will be repurposed to create new space for recreational events and programming, and the fire alarm and suppression systems will be replaced. The project will support the continued delivery of recreational services and programming to the community.",,Peterborough,East,1 Ottawa Street/Rue East/Est,K0L1Z0,,5077250,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61090/en-nr-pete,44.436467,-77.878658
61,Recreation,Infrastructure,Hearst,Rehabilitation and Improvements to the Hearst Claude-Larose Recreation Centre,Planning,Mar-24,"Rehabilitation of the arena and pool’s equipment and infrastructure will improve service, cut energy costs, prolong the equipment’s and infrastructure's life expectancy, enhance accessibility for users and improve the safety features of the facility for workers and users.",,Cochrane,Northeast,925 rue Alexandra,P0L1N0,,4704480,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,49.690732,-83.866638
62,Recreation,Infrastructure,Hornepayne,Community Centre- Upgrading and Expansion of current Facility,Planning,Dec-24,"Upgrading the hockey arena, curling club and youth space, and expanding the community centre to add a seniors’ socialization space with a community kitchen, a public library, fitness facility and a multi-use gym and meeting space. This will transform the existing community arena into a community centre and hub.",,Algoma,Northeast,68 Front Street/Rue,P0M1Z0,,4682237,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,49.220556,-84.786389
63,Recreation,Infrastructure,Hudson,Community Centre Rehabilitation,Complete,Dec-21,"Rehabilitation of the centre includes removing and replacing existing shingles, flashing, eaves, and damaged roofing, and removing and replacing existing floor tiles with durable commercial grade flooring. Replacing both the existing roof and floor of the centre will allow both residents and visitors of the region to have access to a safe recreational facility.",,Timiskaming,Northeast,278007 MILBERTA RD,P0J1P0,,87500,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,47.538703,-79.802019
64,Recreation,Infrastructure,Huron East,Regional Community Centres in Partnership with Parry Sound and Huron East,Planning,May-23,"The existing facility will be expanded to include an enhanced fitness centre, kitchen facilities, auditorium and new dressing rooms that meet Accessibility for Ontarians with Disabilities Act requirements. With this funding, Huron East will also replace the aging facility roof. This project will help improve access to modern recreational infrastructure and better meet the needs of the municipality and surrounding communities.",,Huron,Southwest,72 Main Street South,N0K1W0,,4788000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000278/canada-and-ontario-invest-over-26-million-to-support-regional-community-centres-in-partnership-with-parry-sound-and-huron-east,43.73608,-81.25371
65,Recreation,Infrastructure,Iroquois Falls,Renovation and Rehabilitation of the Iroquois Falls Recreation Complex,Planning,Mar-25,"Renovation of the complex involves upgrading pool boilers and the condenser cooling tower; enhancing the building envelope, rehabilitating the pool’s ceiling and insulation, upgrading lighting in the ladies gym to LED in addition to the replacement of plumbing and plumbing fixtures. The arena scoreboard and the multi-use service tractor will also be replaced",,Cochrane,Northeast,253 Main Street/Rue,P0K1G0,,778148,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,48.7621,-80.683
66,Recreation,Infrastructure,James,Outdoor Rink Roof Project,Complete,Sep-22,Add a roof to the oudoor rink.,,Timiskaming,Northeast,33 THIRD STREET EAST,P0J1G0,,631875,Yes,Yes,Yes,,,47.727734,-80.334032
67,Recreation,Infrastructure,Kenora,Central Community Club Recreation Facility,Planning,Jun-23,"Replace the boards surrounding the hockey rink, pave and line the ice surface, construct a players' bench area and upgrade exterior lights.",Restore access to and improve the quality of free outdoor recreation,Kenora,Northwest,c/o SITE 230 COMP4 RR 2,P9N3W8,,814000,Yes,Yes,Yes,,,49.767,-94.4894
68,Recreation,Infrastructure,Kincardine,Kincardine to Inverhuron Provincial Park (KIPP) Trail,Planning,2023,"The project will construct a 12 kilometre, paved trail between Kincardine and Inverhuron Provincial Park. The new trail will support healthy living and provide a safe and scenic connection to communities and facilities in the municipality.",,Bruce,Southwest,1475 Concession 5 Road,N2Z2X6,,1087900,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.299068,-81.579552
69,Recreation,Infrastructure,King,New $53 million Recreational Complex for the Township of King,Planning,Aug-23,"The project will see the construction of a new recreation centre for the Township of King and will include twin ice pad surfaces, an indoor year-round pool and track, gym equipment and multipurpose fitness studio space for yoga, aerobics, and spin classes. The recreation centre will also house a multiuse field house with operable doors to surrounding amenities, including baseball and soccer fields. The project will also explore a number of energy efficient measures for the facility such as natural ventilation, reclaiming waste heat from the refrigeration system, and an open-loop geothermal heat exchange.","This new complex will provide residents in the Township of King and surrounding communities access to modern and reliable recreational infrastructure where they can enjoy sports, maintain healthy lifestyles and take part in recreational programs and services for years to come.",York,Central,2585 KING RD,L7B1A1,,52978443,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000173/canada-and-ontario-invest-in-new-53-million-recreational-complex-for-the-township-of-king,43.953128,-79.512611
70,Recreation,Infrastructure,Kingfisher Lake First Nation,Renovation and Addition of an Ice Plant and Multi-Purpose Room for Kingfisher Lake First Nation (KLFN),Planning,Nov-23,"The project will renovate and install a new ice plant at the arena and rehabilitate the mezzanine to allow for sports and training. The upgrades will promote community health and wellness, and will improve community access to recreational activities for years to come.",,,Northwest,1 Main Street,P0V1Z0,,3454813,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61149/canada-and-ontario-invest-in-improved-community-cultural-and-recreational-facilities-in-first-nation-2,53.02929,-89.82154
71,Recreation,Infrastructure,Kitchener,Transit Hub Multi Use Trail,Planning,2022,"The project will create a multi-use trail to connect the Iron Horse Trail with the future King Victoria Transit Hub planned for construction in 2021. It will be a focal point for higher order transit service in Waterloo Region, connecting passengers seamlessly through the co-location of our Regional LRT - the ION, GO Transit's rail and bus service, VIA rail service, intercity bus, and passenger vehicles and promote active living.",,Waterloo,Southwest,150 Frederick Street/Rue,N2G4J3,,952125,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.452822,-80.501215
72,Recreation,Infrastructure,Kitchener,THEMUSEUM Reconstruction and Accessibility Renovations,Planning,Mar-26,"The project will replace the roof and rehabilitate washrooms to improve accessibility. Once completed, residents and visitors will enjoy a modern and accessible cultural venue.",,Waterloo,Southwest,10 King Street,N2G1A3,,862188,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.450171,-80.48942
73,Recreation,Infrastructure,Kitchener,Renovation and Rehabilitation of AR Kaufman YMCA,Planning,Dec-24,"The project will replace the pool air handling unit (AHU) with a heat recovery ventilator, replace the roof and rooftop AHU, and upgrade facility lighting to LED. The updates will improve energy efficiency, decrease operating costs, reduce the risk of structural or system failure, and increase client comfort.",,Waterloo,Southwest,Suite 203 460 Frederick Street,N2H2P5,,1785300,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.43271,-80.47067
